Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point
2005,19135,Monroe,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,10,POINT (-92.8689877 41.0297826)
2011,19189,Winnebago,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-93.7341955 43.37756780000001)
2017,19181,Warren,5-Des Moines,5-FifthJD,Sexual Abuse,8,POINT (-93.5613594 41.3343735)
2010,19165,Shelby,1-Western,4-FourthJD,Physical Abuse,7,POINT (-95.31021130000002 41.6850926)
2009,19127,Marshall,4-Ames,2-Second JD,Exposure to Manufacturing of Meth,1,POINT (-92.9987706 42.0358499)
2011,19139,Muscatine,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),32,POINT (-91.1127562 41.4839221)
2007,19117,Lucas,6-Des Moines,5-FifthJD,Physical Abuse,8,POINT (-93.3277207 41.0293738)
2009,19091,Humboldt,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.2071868 42.7764686)
2006,19099,Jasper,4-Ames,5-FifthJD,Cohabitation w/ a Registered Sex Offender,1,POINT (-93.053765 41.6860394)
2004,19161,Sac,5-Council Bluffs,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.1053946 42.3862604)
2012,19071,Fremont,1-Western,4-FourthJD,Sexual Abuse,4,POINT (-95.6046765 40.7455892)
2008,19057,Des Moines,8-Davenport,8-Eigth JD,Sexual Abuse,6,POINT (-91.1814707 40.9231829)
2017,19131,Mitchell,2-Northern,2-Second JD,Physical Abuse,6,POINT (-92.7890315 43.3564124)
2006,19113,Linn,7-Cedar Rapids,6-SixthJD,Physical Abuse,170,POINT (-91.5989646 42.0789478)
2006,19085,Harrison,5-Council Bluffs,4-FourthJD,Sexual Abuse,2,POINT (-95.8169209 41.6828528)
2006,19061,Dubuque,3-Dubuque,1-First JD,Sexual Abuse,9,POINT (-90.8824564 42.468832)
2017,19147,Palo Alto,1-Western,3-Third JD,Sexual Abuse,6,POINT (-94.6781371 43.0820643)
2005,19039,Clarke,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),69,POINT (-93.78515790000002 41.0290323)
2008,19051,Davis,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),50,POINT (-92.4097173 40.7476891)
2007,19103,Johnson,7-Cedar Rapids,6-SixthJD,Cohabitation w/ a Registered Sex Offender,1,POINT (-91.5880849 41.6715511)
2017,19065,Fayette,2-Northern,1-First JD,Allows Access by Registered Sex Offender,3,POINT (-91.8443207 42.8625919)
2006,19083,Hardin,4-Ames,2-Second JD,Exposure to Manufacturing of Meth,12,POINT (-93.2404025 42.3838803)
2017,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Physical Abuse,8,POINT (-91.9488774 41.0317596)
2010,19175,Union,5-Des Moines,5-FifthJD,Physical Abuse,4,POINT (-94.2423792 41.0277304)
2006,19059,Dickinson,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,1,POINT (-95.1508301 43.3779848)
2008,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,7,POINT (-92.4094499 41.03058450000001)
2009,19173,Taylor,5-Council Bluffs,5-FifthJD,Cohabitation w/ a Registered Sex Offender,1,POINT (-94.6964148 40.73743240000001)
2009,19141,OBrien,1-Sioux City,3-Third JD,Physical Abuse,11,POINT (-95.6248784 43.0837527)
2006,19093,Ida,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-95.5134962 42.3868747)
2017,19171,Tama,4-Cedar Rapids,6-SixthJD,Sexual Abuse,8,POINT (-92.5325425 42.07981170000001)
2009,19189,Winnebago,2-Waterloo,2-Second JD,Sexual Abuse,1,POINT (-93.7341955 43.37756780000001)
2008,19065,Fayette,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,4,POINT (-91.8443207 42.8625919)
2008,19103,Johnson,7-Cedar Rapids,6-SixthJD,Mental Injury,3,POINT (-91.5880849 41.6715511)
2017,19097,Jackson,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),12,POINT (-90.5742294 42.1717426)
2005,19133,Monona,5-Council Bluffs,3-Third JD,Sexual Abuse,7,POINT (-95.9599235 42.0516663)
2005,19099,Jasper,4-Ames,5-FifthJD,Denial of Critical Care (Neglect),179,POINT (-93.053765 41.6860394)
2005,19021,Buena Vista,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-95.15114900000002 42.7354936)
2010,19187,Webster,2-Northern,2-Second JD,Physical Abuse,38,POINT (-94.18178810000002 42.4279662)
2010,19033,Cerro Gordo,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-93.2608184 43.081557700000005)
2006,19091,Humboldt,4-Ames,2-Second JD,Sexual Abuse,4,POINT (-94.2071868 42.7764686)
2012,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,11,POINT (-92.4094499 41.03058450000001)
2006,19087,Henry,8-Davenport,8-Eigth JD,Exposure to Manufacturing of Meth,24,POINT (-91.5445241 40.9879383)
2005,19183,Washington,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,1,POINT (-91.7178676 41.335591)
2008,19093,Ida,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),14,POINT (-95.5134962 42.3868747)
2007,19169,Story,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),16,POINT (-93.4650448 42.0362415)
2006,19131,Mitchell,2-Waterloo,2-Second JD,Physical Abuse,6,POINT (-92.7890315 43.3564124)
2005,19047,Crawford,5-Council Bluffs,3-Third JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-95.3819678 42.0372125)
2007,19009,Audubon,5-Council Bluffs,4-FourthJD,Sexual Abuse,4,POINT (-94.9058222 41.6845893)
2017,19187,Webster,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,4,POINT (-94.18178810000002 42.4279662)
2009,19141,OBrien,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.6248784 43.0837527)
2009,19085,Harrison,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.8169209 41.6828528)
2008,19129,Mills,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.62132670000001 41.0334523)
2005,19125,Marion,6-Des Moines,5-FifthJD,Cohabitation w/ a Registered Sex Offender,1,POINT (-93.0994367 41.3344515)
2007,19023,Butler,2-Waterloo,2-Second JD,Cohabitation w/ a Registered Sex Offender,3,POINT (-92.7901934 42.7315661)
2004,19023,Butler,2-Waterloo,2-Second JD,Sexual Abuse,1,POINT (-92.7901934 42.7315661)
2004,19125,Marion,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),84,POINT (-93.0994367 41.3344515)
2010,19031,Cedar,3-Eastern,7-Seventh JD,Exposure to Manufacturing of Meth,5,POINT (-91.1324125 41.7723207)
2012,19133,Monona,1-Western,3-Third JD,Denial of Critical Care (Neglect),40,POINT (-95.9599235 42.0516663)
2008,19065,Fayette,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),122,POINT (-91.8443207 42.8625919)
2012,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-94.01556190000001 41.33071420000001)
2008,19111,Lee,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),234,POINT (-91.479264 40.6419764)
2004,19045,Clinton,3-Dubuque,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-90.5319724 41.8980358)
2007,19065,Fayette,3-Dubuque,1-First JD,Sexual Abuse,8,POINT (-91.8443207 42.8625919)
2010,19153,Polk,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,8,POINT (-93.5735335 41.6855048)
2017,19015,Boone,5-Des Moines,2-Second JD,Sexual Abuse,11,POINT (-93.931671 42.0365493)
2010,19117,Lucas,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,1,POINT (-93.3277207 41.0293738)
2011,19105,Jones,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),72,POINT (-91.1314352 42.1212397)
2005,19149,Plymouth,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-96.2140431 42.7378346)
2011,19175,Union,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.2423792 41.0277304)
2004,19177,Van Buren,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.9499871 40.7532294)
2017,19073,Greene,1-Western,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.3968356 42.0362394)
2017,19115,Louisa,3-Eastern,8-Eigth JD,Dangerous Substance,9,POINT (-91.2596184 41.2185073)
2011,19067,Floyd,2-Northern,2-Second JD,Physical Abuse,9,POINT (-92.78900330000002 43.0599208)
2008,19163,Scott,8-Davenport,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),51,POINT (-90.6232428 41.6370978)
2005,19099,Jasper,4-Ames,5-FifthJD,Physical Abuse,28,POINT (-93.053765 41.6860394)
2011,19097,Jackson,3-Eastern,7-Seventh JD,Exposure to Manufacturing of Meth,5,POINT (-90.5742294 42.1717426)
2010,19065,Fayette,2-Northern,1-First JD,Mental Injury,1,POINT (-91.8443207 42.8625919)
2010,19141,OBrien,1-Western,3-Third JD,Denial of Critical Care (Neglect),118,POINT (-95.6248784 43.0837527)
2008,19025,Calhoun,4-Ames,2-Second JD,Sexual Abuse,4,POINT (-94.6404136 42.385184800000005)
2013,19011,Benton,4-Cedar Rapids,6-SixthJD,Physical Abuse,4,POINT (-92.0656912 42.0801864)
2017,19113,Linn,4-Cedar Rapids,6-SixthJD,Dangerous Substance,87,POINT (-91.5989646 42.0789478)
2017,19161,Sac,1-Western,2-Second JD,Physical Abuse,2,POINT (-95.1053946 42.3862604)
2012,19181,Warren,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),181,POINT (-93.5613594 41.3343735)
2006,19137,Montgomery,5-Council Bluffs,4-FourthJD,Physical Abuse,15,POINT (-95.1563758 41.03014)
2012,19175,Union,5-Des Moines,5-FifthJD,Sexual Abuse,3,POINT (-94.2423792 41.0277304)
2012,19143,Osceola,1-Western,3-Third JD,Denial of Critical Care (Neglect),2,POINT (-95.6236852 43.3785704)
2004,19189,Winnebago,2-Waterloo,2-Second JD,Sexual Abuse,4,POINT (-93.7341955 43.37756780000001)
2012,19117,Lucas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),44,POINT (-93.3277207 41.0293738)
2017,19093,Ida,1-Western,3-Third JD,Denial of Critical Care (Neglect),30,POINT (-95.5134962 42.3868747)
2009,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Mental Injury,3,POINT (-92.4094499 41.03058450000001)
2017,19093,Ida,1-Western,3-Third JD,Physical Abuse,7,POINT (-95.5134962 42.3868747)
2010,19159,Ringgold,5-Des Moines,5-FifthJD,Sexual Abuse,1,POINT (-94.2439719 40.7352023)
2017,19097,Jackson,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),63,POINT (-90.5742294 42.1717426)
2009,19149,Plymouth,1-Sioux City,3-Third JD,Physical Abuse,12,POINT (-96.2140431 42.7378346)
2004,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Exposure to Manufacturing of Meth,14,POINT (-91.9488774 41.0317596)
2009,19113,Linn,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),71,POINT (-91.5989646 42.0789478)
2017,19119,Lyon,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-96.2102924 43.380497)
2017,19153,Polk,5-Des Moines,5-FifthJD,Mental Injury,4,POINT (-93.5735335 41.6855048)
2007,19041,Clay,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,2,POINT (-95.1509194 43.0825804)
2011,19043,Clayton,2-Northern,1-First JD,Sexual Abuse,1,POINT (-91.34143280000002 42.8447493)
2017,19177,Van Buren,4-Cedar Rapids,8-Eigth JD,Physical Abuse,7,POINT (-91.9499871 40.7532294)
2012,19021,Buena Vista,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-95.15114900000002 42.7354936)
2005,19169,Story,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),9,POINT (-93.4650448 42.0362415)
2010,19151,Pocahontas,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.67874660000001 42.73413510000001)
2006,19183,Washington,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),64,POINT (-91.7178676 41.335591)
2017,19021,Buena Vista,1-Western,3-Third JD,Sexual Abuse,3,POINT (-95.15114900000002 42.7354936)
2009,19097,Jackson,3-Dubuque,7-Seventh JD,Sexual Abuse,5,POINT (-90.5742294 42.1717426)
2004,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,7,POINT (-92.6409094 41.3352035)
2017,19185,Wayne,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),16,POINT (-93.3273639 40.73947020000001)
2017,19067,Floyd,2-Northern,2-Second JD,Sexual Abuse,6,POINT (-92.78900330000002 43.0599208)
2010,19081,Hancock,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-93.7342723 43.0818861)
2010,19171,Tama,4-Cedar Rapids,6-SixthJD,Physical Abuse,21,POINT (-92.5325425 42.07981170000001)
2012,19041,Clay,1-Western,3-Third JD,Sexual Abuse,3,POINT (-95.1509194 43.0825804)
2012,19155,Pottawattamie,1-Western,4-FourthJD,Sexual Abuse,16,POINT (-95.5423935 41.3366123)
2005,19049,Dallas,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),292,POINT (-94.0397374 41.6848862)
2017,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.01556190000001 41.33071420000001)
2010,19197,Wright,2-Northern,2-Second JD,Physical Abuse,12,POINT (-93.7351465 42.7331189)
2010,19119,Lyon,1-Western,3-Third JD,Denial of Critical Care (Neglect),29,POINT (-96.2102924 43.380497)
2010,19083,Hardin,2-Northern,2-Second JD,Physical Abuse,8,POINT (-93.2404025 42.3838803)
2007,19017,Bremer,2-Waterloo,2-Second JD,Exposure to Manufacturing of Meth,3,POINT (-92.31805480000001 42.7745873)
2005,19023,Butler,2-Waterloo,2-Second JD,Exposure to Manufacturing of Meth,2,POINT (-92.7901934 42.7315661)
2011,19079,Hamilton,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,1,POINT (-93.7068085 42.3837722)
2006,19111,Lee,8-Davenport,8-Eigth JD,Physical Abuse,41,POINT (-91.479264 40.6419764)
2010,19105,Jones,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.1314352 42.1212397)
2004,19147,Palo Alto,1-Sioux City,3-Third JD,Physical Abuse,3,POINT (-94.6781371 43.0820643)
2006,19169,Story,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,2,POINT (-93.4650448 42.0362415)
2017,19093,Ida,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-95.5134962 42.3868747)
2010,19043,Clayton,2-Northern,1-First JD,Denial of Critical Care (Neglect),68,POINT (-91.34143280000002 42.8447493)
2009,19191,Winneshiek,3-Dubuque,1-First JD,Sexual Abuse,8,POINT (-91.8437074 43.2906746)
2007,19129,Mills,5-Council Bluffs,4-FourthJD,Physical Abuse,3,POINT (-95.62132670000001 41.0334523)
2017,19081,Hancock,2-Northern,2-Second JD,Mental Injury,1,POINT (-93.7342723 43.0818861)
2011,19131,Mitchell,2-Northern,2-Second JD,Physical Abuse,4,POINT (-92.7890315 43.3564124)
2005,19187,Webster,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),67,POINT (-94.18178810000002 42.4279662)
2011,19023,Butler,2-Northern,2-Second JD,Physical Abuse,3,POINT (-92.7901934 42.7315661)
2008,19013,Black Hawk,2-Waterloo,1-First JD,Exposure to Manufacturing of Meth,7,POINT (-92.3088197 42.4700957)
2011,19069,Franklin,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-93.262473 42.7325458)
2004,19055,Delaware,3-Dubuque,1-First JD,Physical Abuse,7,POINT (-91.3673502 42.471211)
2010,19145,Page,1-Western,4-FourthJD,Denial of Critical Care (Neglect),51,POINT (-95.1501747 40.7391444)
2004,19005,Allamakee,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-91.3780923 43.2842838)
2012,19065,Fayette,2-Northern,1-First JD,Allows Access by Registered Sex Offender,6,POINT (-91.8443207 42.8625919)
2010,19197,Wright,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-93.7351465 42.7331189)
2017,19047,Crawford,1-Western,3-Third JD,Physical Abuse,6,POINT (-95.3819678 42.0372125)
2008,19163,Scott,8-Davenport,7-Seventh JD,Mental Injury,3,POINT (-90.6232428 41.6370978)
2012,19037,Chickasaw,2-Northern,1-First JD,Denial of Critical Care (Neglect),55,POINT (-92.3176637 43.06004140000001)
2012,19025,Calhoun,2-Northern,2-Second JD,Denial of Critical Care (Neglect),36,POINT (-94.6404136 42.385184800000005)
2017,19173,Taylor,1-Western,5-FifthJD,Denial of Critical Care (Neglect),42,POINT (-94.6964148 40.73743240000001)
2004,19145,Page,5-Council Bluffs,4-FourthJD,Exposure to Manufacturing of Meth,7,POINT (-95.1501747 40.7391444)
2013,19003,Adams,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),61,POINT (-94.6991849 41.02898390000001)
2017,19059,Dickinson,1-Western,3-Third JD,Sexual Abuse,8,POINT (-95.1508301 43.3779848)
2009,19039,Clarke,6-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,2,POINT (-93.78515790000002 41.0290323)
2009,19043,Clayton,3-Dubuque,1-First JD,Allows Access by Registered Sex Offender,1,POINT (-91.34143280000002 42.8447493)
2011,19155,Pottawattamie,1-Western,4-FourthJD,Sexual Abuse,22,POINT (-95.5423935 41.3366123)
2006,19151,Pocahontas,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,1,POINT (-94.67874660000001 42.73413510000001)
2017,19169,Story,5-Des Moines,2-Second JD,Sexual Abuse,13,POINT (-93.4650448 42.0362415)
2007,19165,Shelby,5-Council Bluffs,4-FourthJD,Sexual Abuse,7,POINT (-95.31021130000002 41.6850926)
2005,19003,Adams,6-Des Moines,5-FifthJD,Physical Abuse,4,POINT (-94.6991849 41.02898390000001)
2010,19193,Woodbury,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),114,POINT (-96.0447673 42.3897169)
2005,19049,Dallas,6-Des Moines,5-FifthJD,Physical Abuse,29,POINT (-94.0397374 41.6848862)
2007,19021,Buena Vista,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-95.15114900000002 42.7354936)
2017,19149,Plymouth,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-96.2140431 42.7378346)
2005,19147,Palo Alto,1-Sioux City,3-Third JD,Physical Abuse,3,POINT (-94.6781371 43.0820643)
2011,19063,Emmet,1-Western,3-Third JD,Denial of Critical Care (Neglect),109,POINT (-94.6784803 43.37802250000001)
2004,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Physical Abuse,22,POINT (-92.6409094 41.3352035)
2009,19065,Fayette,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),106,POINT (-91.8443207 42.8625919)
2011,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Physical Abuse,2,POINT (-92.1786426 41.336465)
2007,19143,Osceola,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),47,POINT (-95.6236852 43.3785704)
2004,19019,Buchanan,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),33,POINT (-91.8378392 42.4707777)
2007,19167,Sioux,1-Sioux City,3-Third JD,Physical Abuse,10,POINT (-96.1778827 43.0826174)
2010,19033,Cerro Gordo,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,8,POINT (-93.2608184 43.081557700000005)
2011,19091,Humboldt,2-Northern,2-Second JD,Sexual Abuse,3,POINT (-94.2071868 42.7764686)
2006,19045,Clinton,3-Dubuque,7-Seventh JD,Denial of Critical Care (Neglect),199,POINT (-90.5319724 41.8980358)
2008,19189,Winnebago,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7341955 43.37756780000001)
2004,19059,Dickinson,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,2,POINT (-95.1508301 43.3779848)
2006,19011,Benton,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-92.0656912 42.0801864)
2017,19187,Webster,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-94.18178810000002 42.4279662)
2006,19047,Crawford,5-Council Bluffs,3-Third JD,Denial of Critical Care (Neglect),121,POINT (-95.3819678 42.0372125)
2006,19175,Union,6-Des Moines,5-FifthJD,Sexual Abuse,11,POINT (-94.2423792 41.0277304)
2017,19141,OBrien,1-Western,3-Third JD,Physical Abuse,14,POINT (-95.6248784 43.0837527)
2017,19197,Wright,2-Northern,2-Second JD,Denial of Critical Care (Neglect),19,POINT (-93.7351465 42.7331189)
2007,19175,Union,6-Des Moines,5-FifthJD,Physical Abuse,19,POINT (-94.2423792 41.0277304)
2011,19065,Fayette,2-Northern,1-First JD,Denial of Critical Care (Neglect),93,POINT (-91.8443207 42.8625919)
2009,19025,Calhoun,4-Ames,2-Second JD,Sexual Abuse,3,POINT (-94.6404136 42.385184800000005)
2007,19005,Allamakee,3-Dubuque,1-First JD,Physical Abuse,5,POINT (-91.3780923 43.2842838)
2010,19099,Jasper,4-Cedar Rapids,5-FifthJD,Sexual Abuse,8,POINT (-93.053765 41.6860394)
2006,19023,Butler,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-92.7901934 42.7315661)
2006,19011,Benton,7-Cedar Rapids,6-SixthJD,Sexual Abuse,9,POINT (-92.0656912 42.0801864)
2006,19191,Winneshiek,3-Dubuque,1-First JD,Sexual Abuse,2,POINT (-91.8437074 43.2906746)
2008,19113,Linn,7-Cedar Rapids,6-SixthJD,Physical Abuse,106,POINT (-91.5989646 42.0789478)
2007,19009,Audubon,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),41,POINT (-94.9058222 41.6845893)
2008,19175,Union,6-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,5,POINT (-94.2423792 41.0277304)
2007,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,7,POINT (-91.9488774 41.0317596)
2017,19089,Howard,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-92.3171989 43.3567673)
2004,19183,Washington,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,5,POINT (-91.7178676 41.335591)
2008,19033,Cerro Gordo,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),307,POINT (-93.2608184 43.081557700000005)
2009,19041,Clay,1-Sioux City,3-Third JD,Allows Access by Registered Sex Offender,1,POINT (-95.1509194 43.0825804)
2007,19061,Dubuque,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,4,POINT (-90.8824564 42.468832)
2017,19039,Clarke,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,4,POINT (-93.78515790000002 41.0290323)
2006,19099,Jasper,4-Ames,5-FifthJD,Physical Abuse,31,POINT (-93.053765 41.6860394)
2017,19041,Clay,1-Western,3-Third JD,Physical Abuse,8,POINT (-95.1509194 43.0825804)
2012,19171,Tama,4-Cedar Rapids,6-SixthJD,Sexual Abuse,14,POINT (-92.5325425 42.07981170000001)
2017,19169,Story,5-Des Moines,2-Second JD,Presence of Illegal Drugs in Child's System (PID),11,POINT (-93.4650448 42.0362415)
2013,19017,Bremer,2-Northern,2-Second JD,Denial of Critical Care (Neglect),54,POINT (-92.31805480000001 42.7745873)
2010,19105,Jones,4-Cedar Rapids,6-SixthJD,Sexual Abuse,2,POINT (-91.1314352 42.1212397)
2005,19187,Webster,4-Ames,2-Second JD,Physical Abuse,32,POINT (-94.18178810000002 42.4279662)
2008,19061,Dubuque,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,3,POINT (-90.8824564 42.468832)
2006,19167,Sioux,1-Sioux City,3-Third JD,Physical Abuse,8,POINT (-96.1778827 43.0826174)
2006,19081,Hancock,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-93.7342723 43.0818861)
2017,19031,Cedar,3-Eastern,7-Seventh JD,Sexual Abuse,6,POINT (-91.1324125 41.7723207)
2012,19051,Davis,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-92.4097173 40.7476891)
2007,19013,Black Hawk,2-Waterloo,1-First JD,Cohabitation w/ a Registered Sex Offender,10,POINT (-92.3088197 42.4700957)
2008,19167,Sioux,1-Sioux City,3-Third JD,Physical Abuse,16,POINT (-96.1778827 43.0826174)
2007,19131,Mitchell,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),50,POINT (-92.7890315 43.3564124)
2017,19019,Buchanan,2-Northern,1-First JD,Dangerous Substance,1,POINT (-91.8378392 42.4707777)
2007,19035,Cherokee,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),75,POINT (-95.6238055 42.7356226)
2010,19041,Clay,1-Western,3-Third JD,Denial of Critical Care (Neglect),138,POINT (-95.1509194 43.0825804)
2008,19103,Johnson,7-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,4,POINT (-91.5880849 41.6715511)
2007,19109,Kossuth,1-Sioux City,3-Third JD,Sexual Abuse,1,POINT (-94.2067199 43.20413)
2008,19149,Plymouth,1-Sioux City,3-Third JD,Physical Abuse,12,POINT (-96.2140431 42.7378346)
2004,19075,Grundy,2-Waterloo,1-First JD,Physical Abuse,11,POINT (-92.7914177 42.4018651)
2007,19167,Sioux,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-96.1778827 43.0826174)
2007,19151,Pocahontas,4-Ames,2-Second JD,Denial of Critical Care (Neglect),35,POINT (-94.67874660000001 42.73413510000001)
2007,19039,Clarke,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-93.78515790000002 41.0290323)
2012,19155,Pottawattamie,1-Western,4-FourthJD,Mental Injury,1,POINT (-95.5423935 41.3366123)
2010,19003,Adams,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,1,POINT (-94.6991849 41.02898390000001)
2008,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,14,POINT (-92.4094499 41.03058450000001)
2005,19043,Clayton,3-Dubuque,1-First JD,Mental Injury,2,POINT (-91.34143280000002 42.8447493)
2005,19077,Guthrie,5-Council Bluffs,5-FifthJD,Sexual Abuse,7,POINT (-94.501055 41.6837548)
2009,19143,Osceola,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,1,POINT (-95.6236852 43.3785704)
2017,19103,Johnson,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),26,POINT (-91.5880849 41.6715511)
2011,19105,Jones,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-91.1314352 42.1212397)
